2024-08-23 14:48:04: No errors, not broken
2025-01-29 15:00:03: ESIPYDEV Used Space: 144.45 GB
2025-01-29 15:00:03: ESIPYDEV Free Space: 104.95 GB
2025-01-29 15:00:03: ESIPYDEV Ratio: 57.92 %
2025-01-29 15:00:03: ESISQL Total Capacity: 249.40 GB
2025-01-29 15:00:03: ESISQL Used Space: 167.07 GB
2025-01-29 15:00:03: ESISQL Free Space: 82.33 GB
2025-01-29 15:00:03: ESISQL Ratio: 66.99 %
2025-01-29 15:00:03: envirodb01 Total Capacity: 99.45 GB
2025-01-29 15:00:03: envirodb01 Used Space: 71.87 GB
2025-01-29 15:00:03: envirodb01 Free Space: 27.57 GB
2025-01-29 15:00:03: envirodb01 Ratio: 72.27 %
2025-01-29 15:00:03: All drives have room
2025-01-30 15:00:03: ESIPYDEV Total Capacity: 249.40 GB
2025-01-30 15:00:03: ESIPYDEV Used Space: 144.59 GB
2025-01-30 15:00:03: ESIPYDEV Free Space: 104.81 GB
2025-01-30 15:00:03: ESIPYDEV Ratio: 57.97 %
2025-01-30 15:00:03: ESISQL Total Capacity: 249.40 GB
2025-01-30 15:00:03: ESISQL Used Space: 170.65 GB
2025-01-30 15:00:03: ESISQL Free Space: 78.75 GB
2025-01-30 15:00:03: ESISQL Ratio: 68.43 %
2025-01-30 15:00:03: envirodb01 Total Capacity: 99.45 GB
2025-01-30 15:00:03: envirodb01 Used Space: 71.78 GB
2025-01-30 15:00:03: envirodb01 Free Space: 27.67 GB
2025-01-30 15:00:03: envirodb01 Ratio: 72.18 %
2025-01-30 15:00:03: All drives have room
2025-01-31 15:00:03: ESIPYDEV Total Capacity: 249.40 GB
2025-01-31 15:00:03: ESIPYDEV Used Space: 144.61 GB
2025-01-31 15:00:03: ESIPYDEV Free Space: 104.78 GB
2025-01-31 15:00:03: ESIPYDEV Ratio: 57.99 %
2025-01-31 15:00:03: ESISQL Total Capacity: 249.40 GB
2025-01-31 15:00:03: ESISQL Used Space: 173.23 GB
2025-01-31 15:00:03: ESISQL Free Space: 76.17 GB
2025-01-31 15:00:03: ESISQL Ratio: 69.46 %
2025-01-31 15:00:03: envirodb01 Total Capacity: 99.45 GB
2025-01-31 15:00:03: envirodb01 Used Space: 71.78 GB
2025-01-31 15:00:03: envirodb01 Free Space: 27.66 GB
2025-01-31 15:00:03: envirodb01 Ratio: 72.18 %
2025-01-31 15:00:03: All drives have room
2025-02-01 15:00:03: ESIPYDEV Total Capacity: 249.40 GB
2025-02-01 15:00:03: ESIPYDEV Used Space: 144.49 GB
2025-02-01 15:00:03: ESIPYDEV Free Space: 104.91 GB
2025-02-01 15:00:03: ESIPYDEV Ratio: 57.93 %
2025-02-01 15:00:03: ESISQL Total Capacity: 249.40 GB
2025-02-01 15:00:03: ESISQL Used Space: 173.41 GB
2025-02-01 15:00:03: ESISQL Free Space: 75.98 GB
2025-02-01 15:00:03: ESISQL Ratio: 69.53 %
2025-02-01 15:00:03: envirodb01 Total Capacity: 99.45 GB
2025-02-01 15:00:03: envirodb01 Used Space: 71.80 GB
2025-02-01 15:00:03: envirodb01 Free Space: 27.65 GB
2025-02-01 15:00:03: envirodb01 Ratio: 72.20 %
2025-02-01 15:00:03: All drives have room
2025-02-02 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-02-02 15:00:02: ESIPYDEV Used Space: 144.55 GB
2025-02-02 15:00:02: ESIPYDEV Free Space: 104.85 GB
2025-02-02 15:00:02: ESIPYDEV Ratio: 57.96 %
2025-02-02 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-02-02 15:00:02: ESISQL Used Space: 173.54 GB
2025-02-02 15:00:02: ESISQL Free Space: 75.86 GB
2025-02-02 15:00:02: ESISQL Ratio: 69.58 %
2025-02-02 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-02-02 15:00:02: envirodb01 Used Space: 71.82 GB
2025-02-02 15:00:02: envirodb01 Free Space: 27.63 GB
2025-02-02 15:00:02: envirodb01 Ratio: 72.22 %
2025-02-02 15:00:02: All drives have room
2025-02-03 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-02-03 15:00:02: ESIPYDEV Used Space: 144.56 GB
2025-02-03 15:00:02: ESIPYDEV Free Space: 104.83 GB
2025-02-03 15:00:02: ESIPYDEV Ratio: 57.97 %
2025-02-03 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-02-03 15:00:02: ESISQL Used Space: 173.64 GB
2025-02-03 15:00:02: ESISQL Free Space: 75.76 GB
2025-02-03 15:00:02: ESISQL Ratio: 69.62 %
2025-02-03 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-02-03 15:00:02: envirodb01 Used Space: 71.85 GB
2025-02-03 15:00:02: envirodb01 Free Space: 27.60 GB
2025-02-03 15:00:02: envirodb01 Ratio: 72.25 %
2025-02-03 15:00:02: All drives have room
2025-02-04 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-02-04 15:00:02: ESIPYDEV Used Space: 144.61 GB
2025-02-04 15:00:02: ESIPYDEV Free Space: 104.79 GB
2025-02-04 15:00:02: ESIPYDEV Ratio: 57.98 %
2025-02-04 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-02-04 15:00:02: ESISQL Used Space: 173.72 GB
2025-02-04 15:00:02: ESISQL Free Space: 75.67 GB
2025-02-04 15:00:02: ESISQL Ratio: 69.66 %
2025-02-04 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-02-04 15:00:02: envirodb01 Used Space: 71.85 GB
2025-02-04 15:00:02: envirodb01 Free Space: 27.60 GB
2025-02-04 15:00:02: envirodb01 Ratio: 72.25 %
2025-02-04 15:00:02: All drives have room
2025-02-05 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-02-05 15:00:02: ESIPYDEV Used Space: 144.63 GB
2025-02-05 15:00:02: ESIPYDEV Free Space: 104.77 GB
2025-02-05 15:00:02: ESIPYDEV Ratio: 57.99 %
2025-02-05 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-02-05 15:00:02: ESISQL Used Space: 173.87 GB
2025-02-05 15:00:02: ESISQL Free Space: 75.52 GB
2025-02-05 15:00:02: ESISQL Ratio: 69.72 %
2025-02-05 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-02-05 15:00:02: envirodb01 Used Space: 71.85 GB
2025-02-05 15:00:02: envirodb01 Free Space: 27.60 GB
2025-02-05 15:00:02: envirodb01 Ratio: 72.25 %
2025-02-05 15:00:02: All drives have room
2025-02-06 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-02-06 15:00:02: ESIPYDEV Used Space: 144.96 GB
2025-02-06 15:00:02: ESIPYDEV Free Space: 104.44 GB
2025-02-06 15:00:02: ESIPYDEV Ratio: 58.12 %
2025-02-06 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-02-06 15:00:02: ESISQL Used Space: 174.05 GB
2025-02-06 15:00:02: ESISQL Free Space: 75.34 GB
2025-02-06 15:00:02: ESISQL Ratio: 69.79 %
2025-02-06 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-02-06 15:00:02: envirodb01 Used Space: 72.02 GB
2025-02-06 15:00:02: envirodb01 Free Space: 27.42 GB
2025-02-06 15:00:02: envirodb01 Ratio: 72.43 %
2025-02-06 15:00:02: All drives have room
2025-02-07 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-02-07 15:00:02: ESIPYDEV Used Space: 145.06 GB
2025-02-07 15:00:02: ESIPYDEV Free Space: 104.34 GB
2025-02-07 15:00:02: ESIPYDEV Ratio: 58.16 %
2025-02-07 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-02-07 15:00:02: ESISQL Used Space: 174.06 GB
2025-02-07 15:00:02: ESISQL Free Space: 75.34 GB
2025-02-07 15:00:02: ESISQL Ratio: 69.79 %
2025-02-07 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-02-07 15:00:02: envirodb01 Used Space: 72.06 GB
2025-02-07 15:00:02: envirodb01 Free Space: 27.38 GB
2025-02-07 15:00:02: envirodb01 Ratio: 72.46 %
2025-02-07 15:00:02: All drives have room
2025-02-08 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-02-08 15:00:02: ESIPYDEV Used Space: 145.08 GB
2025-02-08 15:00:02: ESIPYDEV Free Space: 104.32 GB
2025-02-08 15:00:02: ESIPYDEV Ratio: 58.17 %
2025-02-08 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-02-08 15:00:02: ESISQL Used Space: 173.83 GB
2025-02-08 15:00:02: ESISQL Free Space: 75.56 GB
2025-02-08 15:00:02: ESISQL Ratio: 69.70 %
2025-02-08 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-02-08 15:00:02: envirodb01 Used Space: 72.07 GB
2025-02-08 15:00:02: envirodb01 Free Space: 27.38 GB
2025-02-08 15:00:02: envirodb01 Ratio: 72.47 %
2025-02-08 15:00:02: All drives have room
2025-02-09 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-02-09 15:00:02: ESIPYDEV Used Space: 145.14 GB
2025-02-09 15:00:02: ESIPYDEV Free Space: 104.26 GB
2025-02-09 15:00:02: ESIPYDEV Ratio: 58.20 %
2025-02-09 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-02-09 15:00:02: ESISQL Used Space: 173.62 GB
2025-02-09 15:00:02: ESISQL Free Space: 75.78 GB
2025-02-09 15:00:02: ESISQL Ratio: 69.61 %
2025-02-09 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-02-09 15:00:02: envirodb01 Used Space: 72.13 GB
2025-02-09 15:00:02: envirodb01 Free Space: 27.32 GB
2025-02-09 15:00:02: envirodb01 Ratio: 72.53 %
2025-02-09 15:00:02: All drives have room
2025-02-10 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-02-10 15:00:02: ESIPYDEV Used Space: 145.10 GB
2025-02-10 15:00:02: ESIPYDEV Free Space: 104.30 GB
2025-02-10 15:00:02: ESIPYDEV Ratio: 58.18 %
2025-02-10 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-02-10 15:00:02: ESISQL Used Space: 173.50 GB
2025-02-10 15:00:02: ESISQL Free Space: 75.90 GB
2025-02-10 15:00:02: ESISQL Ratio: 69.57 %
2025-02-10 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-02-10 15:00:02: envirodb01 Used Space: 72.14 GB
2025-02-10 15:00:02: envirodb01 Free Space: 27.31 GB
2025-02-10 15:00:02: envirodb01 Ratio: 72.54 %
2025-02-10 15:00:02: All drives have room
2025-02-11 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-02-11 15:00:02: ESIPYDEV Used Space: 145.32 GB
2025-02-11 15:00:02: ESIPYDEV Free Space: 104.07 GB
2025-02-11 15:00:02: ESIPYDEV Ratio: 58.27 %
2025-02-11 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-02-11 15:00:02: ESISQL Used Space: 173.44 GB
2025-02-11 15:00:02: ESISQL Free Space: 75.95 GB
2025-02-11 15:00:02: ESISQL Ratio: 69.54 %
2025-02-11 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-02-11 15:00:02: envirodb01 Used Space: 72.11 GB
2025-02-11 15:00:02: envirodb01 Free Space: 27.34 GB
2025-02-11 15:00:02: envirodb01 Ratio: 72.51 %
2025-02-11 15:00:02: All drives have room
2025-02-12 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-02-12 15:00:02: ESIPYDEV Used Space: 144.70 GB
2025-02-12 15:00:02: ESIPYDEV Free Space: 104.70 GB
2025-02-12 15:00:02: ESIPYDEV Ratio: 58.02 %
2025-02-12 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-02-12 15:00:02: ESISQL Used Space: 173.92 GB
2025-02-12 15:00:02: ESISQL Free Space: 75.48 GB
2025-02-12 15:00:02: ESISQL Ratio: 69.74 %
2025-02-12 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-02-12 15:00:02: envirodb01 Used Space: 72.22 GB
2025-02-12 15:00:02: envirodb01 Free Space: 27.22 GB
2025-02-12 15:00:02: envirodb01 Ratio: 72.62 %
2025-02-12 15:00:02: All drives have room
2025-02-13 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-02-13 15:00:02: ESIPYDEV Used Space: 144.93 GB
2025-02-13 15:00:02: ESIPYDEV Free Space: 104.47 GB
2025-02-13 15:00:02: ESIPYDEV Ratio: 58.11 %
2025-02-13 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-02-13 15:00:02: ESISQL Used Space: 173.42 GB
2025-02-13 15:00:02: ESISQL Free Space: 75.97 GB
2025-02-13 15:00:02: ESISQL Ratio: 69.54 %
2025-02-13 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-02-13 15:00:02: envirodb01 Used Space: 72.22 GB
2025-02-13 15:00:02: envirodb01 Free Space: 27.22 GB
2025-02-13 15:00:02: envirodb01 Ratio: 72.62 %
2025-02-13 15:00:02: All drives have room
2025-02-14 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-02-14 15:00:02: ESIPYDEV Used Space: 144.92 GB
2025-02-14 15:00:02: ESIPYDEV Free Space: 104.48 GB
2025-02-14 15:00:02: ESIPYDEV Ratio: 58.11 %
2025-02-14 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-02-14 15:00:02: ESISQL Used Space: 173.47 GB
2025-02-14 15:00:02: ESISQL Free Space: 75.93 GB
2025-02-14 15:00:02: ESISQL Ratio: 69.55 %
2025-02-14 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-02-14 15:00:02: envirodb01 Used Space: 72.23 GB
2025-02-14 15:00:02: envirodb01 Free Space: 27.21 GB
2025-02-14 15:00:02: envirodb01 Ratio: 72.64 %
2025-02-14 15:00:02: All drives have room
2025-02-15 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-02-15 15:00:02: ESIPYDEV Used Space: 144.06 GB
2025-02-15 15:00:02: ESIPYDEV Free Space: 105.34 GB
2025-02-15 15:00:02: ESIPYDEV Ratio: 57.76 %
2025-02-15 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-02-15 15:00:02: ESISQL Used Space: 173.58 GB
2025-02-15 15:00:02: ESISQL Free Space: 75.82 GB
2025-02-15 15:00:02: ESISQL Ratio: 69.60 %
2025-02-15 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-02-15 15:00:02: envirodb01 Used Space: 72.26 GB
2025-02-15 15:00:02: envirodb01 Free Space: 27.18 GB
2025-02-15 15:00:02: envirodb01 Ratio: 72.66 %
2025-02-15 15:00:02: All drives have room
2025-02-16 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-02-16 15:00:02: ESIPYDEV Used Space: 144.03 GB
2025-02-16 15:00:02: ESIPYDEV Free Space: 105.37 GB
2025-02-16 15:00:02: ESIPYDEV Ratio: 57.75 %
2025-02-16 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-02-16 15:00:02: ESISQL Used Space: 173.45 GB
2025-02-16 15:00:02: ESISQL Free Space: 75.95 GB
2025-02-16 15:00:02: ESISQL Ratio: 69.55 %
2025-02-16 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-02-16 15:00:02: envirodb01 Used Space: 72.29 GB
2025-02-16 15:00:02: envirodb01 Free Space: 27.15 GB
2025-02-16 15:00:02: envirodb01 Ratio: 72.70 %
2025-02-16 15:00:02: All drives have room
2025-02-17 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-02-17 15:00:02: ESIPYDEV Used Space: 144.05 GB
2025-02-17 15:00:02: ESIPYDEV Free Space: 105.35 GB
2025-02-17 15:00:02: ESIPYDEV Ratio: 57.76 %
2025-02-17 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-02-17 15:00:02: ESISQL Used Space: 173.39 GB
2025-02-17 15:00:02: ESISQL Free Space: 76.01 GB
2025-02-17 15:00:02: ESISQL Ratio: 69.52 %
2025-02-17 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-02-17 15:00:02: envirodb01 Used Space: 72.25 GB
2025-02-17 15:00:02: envirodb01 Free Space: 27.19 GB
2025-02-17 15:00:02: envirodb01 Ratio: 72.66 %
2025-02-17 15:00:02: All drives have room
2025-02-18 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-02-18 15:00:02: ESIPYDEV Used Space: 144.27 GB
2025-02-18 15:00:02: ESIPYDEV Free Space: 105.13 GB
2025-02-18 15:00:02: ESIPYDEV Ratio: 57.85 %
2025-02-18 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-02-18 15:00:02: ESISQL Used Space: 173.38 GB
2025-02-18 15:00:02: ESISQL Free Space: 76.02 GB
2025-02-18 15:00:02: ESISQL Ratio: 69.52 %
2025-02-18 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-02-18 15:00:02: envirodb01 Used Space: 72.24 GB
2025-02-18 15:00:02: envirodb01 Free Space: 27.20 GB
2025-02-18 15:00:02: envirodb01 Ratio: 72.65 %
2025-02-18 15:00:02: All drives have room
2025-02-19 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-02-19 15:00:02: ESIPYDEV Used Space: 144.21 GB
2025-02-19 15:00:02: ESIPYDEV Free Space: 105.19 GB
2025-02-19 15:00:02: ESIPYDEV Ratio: 57.82 %
2025-02-19 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-02-19 15:00:02: ESISQL Used Space: 173.33 GB
2025-02-19 15:00:02: ESISQL Free Space: 76.07 GB
2025-02-19 15:00:02: ESISQL Ratio: 69.50 %
2025-02-19 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-02-19 15:00:02: envirodb01 Used Space: 72.20 GB
2025-02-19 15:00:02: envirodb01 Free Space: 27.24 GB
2025-02-19 15:00:02: envirodb01 Ratio: 72.61 %
2025-02-19 15:00:02: All drives have room
2025-02-20 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-02-20 15:00:02: ESIPYDEV Used Space: 144.18 GB
2025-02-20 15:00:02: ESIPYDEV Free Space: 105.22 GB
2025-02-20 15:00:02: ESIPYDEV Ratio: 57.81 %
2025-02-20 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-02-20 15:00:02: ESISQL Used Space: 173.27 GB
2025-02-20 15:00:02: ESISQL Free Space: 76.13 GB
2025-02-20 15:00:02: ESISQL Ratio: 69.48 %
2025-02-20 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-02-20 15:00:02: envirodb01 Used Space: 72.22 GB
2025-02-20 15:00:02: envirodb01 Free Space: 27.23 GB
2025-02-20 15:00:02: envirodb01 Ratio: 72.62 %
2025-02-20 15:00:02: All drives have room
2025-02-21 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-02-21 15:00:02: ESIPYDEV Used Space: 144.19 GB
2025-02-21 15:00:02: ESIPYDEV Free Space: 105.20 GB
2025-02-21 15:00:02: ESIPYDEV Ratio: 57.82 %
2025-02-21 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-02-21 15:00:02: ESISQL Used Space: 173.26 GB
2025-02-21 15:00:02: ESISQL Free Space: 76.14 GB
2025-02-21 15:00:02: ESISQL Ratio: 69.47 %
2025-02-21 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-02-21 15:00:02: envirodb01 Used Space: 72.20 GB
2025-02-21 15:00:02: envirodb01 Free Space: 27.25 GB
2025-02-21 15:00:02: envirodb01 Ratio: 72.60 %
2025-02-21 15:00:02: All drives have room
2025-02-22 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-02-22 15:00:02: ESIPYDEV Used Space: 144.30 GB
2025-02-22 15:00:02: ESIPYDEV Free Space: 105.10 GB
2025-02-22 15:00:02: ESIPYDEV Ratio: 57.86 %
2025-02-22 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-02-22 15:00:02: ESISQL Used Space: 173.32 GB
2025-02-22 15:00:02: ESISQL Free Space: 76.07 GB
2025-02-22 15:00:02: ESISQL Ratio: 69.50 %
2025-02-22 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-02-22 15:00:02: envirodb01 Used Space: 72.25 GB
2025-02-22 15:00:02: envirodb01 Free Space: 27.19 GB
2025-02-22 15:00:02: envirodb01 Ratio: 72.66 %
2025-02-22 15:00:02: All drives have room
2025-02-23 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-02-23 15:00:02: ESIPYDEV Used Space: 144.26 GB
2025-02-23 15:00:02: ESIPYDEV Free Space: 105.14 GB
2025-02-23 15:00:02: ESIPYDEV Ratio: 57.84 %
2025-02-23 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-02-23 15:00:02: ESISQL Used Space: 173.29 GB
2025-02-23 15:00:02: ESISQL Free Space: 76.11 GB
2025-02-23 15:00:02: ESISQL Ratio: 69.48 %
2025-02-23 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-02-23 15:00:02: envirodb01 Used Space: 72.27 GB
2025-02-23 15:00:02: envirodb01 Free Space: 27.18 GB
2025-02-23 15:00:02: envirodb01 Ratio: 72.67 %
2025-02-23 15:00:02: All drives have room
2025-02-24 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-02-24 15:00:02: ESIPYDEV Used Space: 144.27 GB
2025-02-24 15:00:02: ESIPYDEV Free Space: 105.13 GB
2025-02-24 15:00:02: ESIPYDEV Ratio: 57.85 %
2025-02-24 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-02-24 15:00:02: ESISQL Used Space: 173.31 GB
2025-02-24 15:00:02: ESISQL Free Space: 76.09 GB
2025-02-24 15:00:02: ESISQL Ratio: 69.49 %
2025-02-24 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-02-24 15:00:02: envirodb01 Used Space: 72.26 GB
2025-02-24 15:00:02: envirodb01 Free Space: 27.19 GB
2025-02-24 15:00:02: envirodb01 Ratio: 72.66 %
2025-02-24 15:00:02: All drives have room
2025-02-25 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-02-25 15:00:02: ESIPYDEV Used Space: 144.31 GB
2025-02-25 15:00:02: ESIPYDEV Free Space: 105.09 GB
2025-02-25 15:00:02: ESIPYDEV Ratio: 57.86 %
2025-02-25 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-02-25 15:00:02: ESISQL Used Space: 173.37 GB
2025-02-25 15:00:02: ESISQL Free Space: 76.02 GB
2025-02-25 15:00:02: ESISQL Ratio: 69.52 %
2025-02-25 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-02-25 15:00:02: envirodb01 Used Space: 72.20 GB
2025-02-25 15:00:02: envirodb01 Free Space: 27.25 GB
2025-02-25 15:00:02: envirodb01 Ratio: 72.60 %
2025-02-25 15:00:02: All drives have room
2025-02-26 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-02-26 15:00:02: ESIPYDEV Used Space: 144.36 GB
2025-02-26 15:00:02: ESIPYDEV Free Space: 105.04 GB
2025-02-26 15:00:02: ESIPYDEV Ratio: 57.88 %
2025-02-26 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-02-26 15:00:02: ESISQL Used Space: 173.33 GB
2025-02-26 15:00:02: ESISQL Free Space: 76.07 GB
2025-02-26 15:00:02: ESISQL Ratio: 69.50 %
2025-02-26 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-02-26 15:00:02: envirodb01 Used Space: 72.24 GB
2025-02-26 15:00:02: envirodb01 Free Space: 27.21 GB
2025-02-26 15:00:02: envirodb01 Ratio: 72.64 %
2025-02-26 15:00:02: All drives have room
2025-02-27 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-02-27 15:00:02: ESIPYDEV Used Space: 144.59 GB
2025-02-27 15:00:02: ESIPYDEV Free Space: 104.81 GB
2025-02-27 15:00:02: ESIPYDEV Ratio: 57.97 %
2025-02-27 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-02-27 15:00:02: ESISQL Used Space: 173.29 GB
2025-02-27 15:00:02: ESISQL Free Space: 76.10 GB
2025-02-27 15:00:02: ESISQL Ratio: 69.49 %
2025-02-27 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-02-27 15:00:02: envirodb01 Used Space: 72.30 GB
2025-02-27 15:00:02: envirodb01 Free Space: 27.15 GB
2025-02-27 15:00:02: envirodb01 Ratio: 72.70 %
2025-02-27 15:00:02: All drives have room
2025-02-28 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-02-28 15:00:02: ESIPYDEV Used Space: 144.50 GB
2025-02-28 15:00:02: ESIPYDEV Free Space: 104.90 GB
2025-02-28 15:00:02: ESIPYDEV Ratio: 57.94 %
2025-02-28 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-02-28 15:00:02: ESISQL Used Space: 173.38 GB
2025-02-28 15:00:02: ESISQL Free Space: 76.01 GB
2025-02-28 15:00:02: ESISQL Ratio: 69.52 %
2025-02-28 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-02-28 15:00:02: envirodb01 Used Space: 72.34 GB
2025-02-28 15:00:02: envirodb01 Free Space: 27.10 GB
2025-02-28 15:00:02: envirodb01 Ratio: 72.75 %
2025-02-28 15:00:02: All drives have room
2025-03-01 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-03-01 15:00:02: ESIPYDEV Used Space: 144.54 GB
2025-03-01 15:00:02: ESIPYDEV Free Space: 104.86 GB
2025-03-01 15:00:02: ESIPYDEV Ratio: 57.95 %
2025-03-01 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-03-01 15:00:02: ESISQL Used Space: 173.37 GB
2025-03-01 15:00:02: ESISQL Free Space: 76.02 GB
2025-03-01 15:00:02: ESISQL Ratio: 69.52 %
2025-03-01 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-03-01 15:00:02: envirodb01 Used Space: 72.38 GB
2025-03-01 15:00:02: envirodb01 Free Space: 27.06 GB
2025-03-01 15:00:02: envirodb01 Ratio: 72.79 %
2025-03-01 15:00:02: All drives have room
2025-03-02 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-03-02 15:00:02: ESIPYDEV Used Space: 144.42 GB
2025-03-02 15:00:02: ESIPYDEV Free Space: 104.98 GB
2025-03-02 15:00:02: ESIPYDEV Ratio: 57.91 %
2025-03-02 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-03-02 15:00:02: ESISQL Used Space: 173.32 GB
2025-03-02 15:00:02: ESISQL Free Space: 76.07 GB
2025-03-02 15:00:02: ESISQL Ratio: 69.50 %
2025-03-02 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-03-02 15:00:02: envirodb01 Used Space: 72.45 GB
2025-03-02 15:00:02: envirodb01 Free Space: 26.99 GB
2025-03-02 15:00:02: envirodb01 Ratio: 72.86 %
2025-03-02 15:00:02: All drives have room
2025-03-03 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-03-03 15:00:02: ESIPYDEV Used Space: 144.43 GB
2025-03-03 15:00:02: ESIPYDEV Free Space: 104.97 GB
2025-03-03 15:00:02: ESIPYDEV Ratio: 57.91 %
2025-03-03 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-03-03 15:00:02: ESISQL Used Space: 173.27 GB
2025-03-03 15:00:02: ESISQL Free Space: 76.13 GB
2025-03-03 15:00:02: ESISQL Ratio: 69.48 %
2025-03-03 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-03-03 15:00:02: envirodb01 Used Space: 72.49 GB
2025-03-03 15:00:02: envirodb01 Free Space: 26.96 GB
2025-03-03 15:00:02: envirodb01 Ratio: 72.89 %
2025-03-03 15:00:02: All drives have room
2025-03-04 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-03-04 15:00:02: ESIPYDEV Used Space: 144.48 GB
